ACC,SEN,SPE,PRE,F1,LOSS,AUROC,TRAIN TIME/M,Dataset,epoch
0.8780063530479504,0.31014778887918654,0.9890807170043866,0.4044088063252106,0.331207847516998,0.8951661399597131,0.870265498279265,2.8433854381243386,training,1
0.9243684767811223,0.4037443299767452,0.9933104746278191,0.5357190365443601,0.43876244929561714,0.762608697304979,0.9505624634677873,7.9033524751663204,training,2
0.9329148389048555,0.4536062578776453,0.9940815381446588,0.653826209383444,0.49891585381678805,0.733613124360209,0.9612184900791506,12.97418259382248,training,3
0.9375283618212071,0.4938643235500834,0.9944602081596042,0.6782764102087656,0.539216846352877,0.7234298922301491,0.9666759746129674,18.11692256530126,training,4
0.9394191499016791,0.5318601543855475,0.9946368081571132,0.762527805231086,0.5825150123579862,0.7135229127994482,0.9807581206446003,23.222647070884705,training,5
0.943805778248374,0.5573764530029623,0.9950300581548438,0.7411209473703886,0.6168464015082654,0.7097937093264814,0.9833376493030189,28.327863419055937,training,6
0.947511722886099,0.5701502494021179,0.9953758891400517,0.7610949837203912,0.6265586163005139,0.6977520341746473,0.9828392732059034,33.42102602720261,training,7
0.9432763575858418,0.5579592445455109,0.9950481343217417,0.8344639127537565,0.6214171364374678,0.7050730691151919,0.9863496661666603,38.60125574668248,training,8
0.9464528815610347,0.5880323840651187,0.9953101282801486,0.7825490706685483,0.6375503295666843,0.6957322567845312,0.9859495905863327,43.80326671600342,training,9
0.9458478293752837,0.5831401939286962,0.9952718088720232,0.7648407605008802,0.6350102769751995,0.6948313749066873,0.9885212059579748,48.865577308336896,training,10
0.9494025109665709,0.5960778171554894,0.9955692179195893,0.7766078842687929,0.6557771061690417,0.6876734673688953,0.9858033708825162,53.97088793913523,training,11
0.9515958251399184,0.5872644928426589,0.9957492657944648,0.7426220685630484,0.6406394907631197,0.6844630827362411,0.9836261440489641,59.080651799837746,training,12
0.951822719709575,0.6138402188371958,0.9957418298906122,0.7521282578431279,0.663037565888359,0.6832247438350162,0.983410526999469,64.25146394968033,training,13
0.9513689305702617,0.6100325878032387,0.9957306049753705,0.8120721276353559,0.6660570742632583,0.682434924846686,0.9888142117755297,69.3745268424352,training,14
0.952427771895326,0.6562732429901221,0.9957480871379495,0.812902155017635,0.7099144698309121,0.6796573820897347,0.9828630960965569,74.52697058121363,training,15
0.9528059295114204,0.660589048971395,0.99580932579083,0.8363289733333813,0.7161064148447845,0.6795423526118919,0.9872459533957042,79.6785333275795,training,16
0.9526546664649826,0.6597981817664144,0.9958517948528941,0.8370367375726561,0.7139856938527199,0.6791271800580232,0.9833524189401628,84.75742606719335,training,17
0.9546967175918923,0.6674731477656782,0.9960378016721021,0.887816790653769,0.7364337364814222,0.6756409148951084,0.9881190690220946,89.86066941817602,training,18
0.9540160338829224,0.6378466266768433,0.9959601253488131,0.7787146103215832,0.6899025730506848,0.6771172087837533,0.9892942548136024,94.95005759000779,training,19
0.9551505067312056,0.6442161687673913,0.996019364206343,0.812438487675165,0.6974157014615244,0.6743637550856181,0.9856795706021605,99.98640762964884,training,20
0.9540916654061413,0.6567965991497294,0.9959551194526893,0.8290159647811705,0.7114643290308525,0.6806854702136367,0.9781656501566078,105.12941539684931,training,21
0.954923612161549,0.6811873388739718,0.9960556903928323,0.8545459942991598,0.733755626095071,0.6767924034941024,0.9838447373825685,110.25442831516266,training,22
0.9553017697776434,0.6898186550847036,0.9960705941835648,0.834550061419534,0.7394012303962572,0.6759128923289441,0.991714993806841,115.36617914438247,training,23
0.9559068219633944,0.6137160054525223,0.9961119461952177,0.8055187927840968,0.6685619610877837,0.670739674049875,0.9908983556003366,120.49636760552724,training,24
0.9584782937528362,0.6822979299433095,0.9963138746374743,0.8601185038344052,0.7383012639648272,0.6689760968593008,0.9923798303269415,125.66604342460633,training,25
0.9540916654061413,0.6690130787825709,0.9959719317069315,0.8312657386022769,0.7199774728973194,0.6739191512266794,0.9923330936752226,130.8293369015058,training,26
0.9565118741491454,0.6658691408957546,0.9962280393034302,0.8434055919300765,0.7148484735694731,0.6714298039818731,0.983416244576596,135.9510116815567,training,27
0.9577219785206474,0.6852466062197292,0.9962283867527001,0.8956858008014813,0.752871509985302,0.6686533895379679,0.9849662697997636,141.01138172944385,training,28
0.9557555589169566,0.6950657398269777,0.9960967092387165,0.811984659403622,0.7370424720675917,0.6709598030733026,0.9848165520899481,146.14166536331177,training,29
0.9569656632884587,0.6921714533407015,0.9962394986374037,0.863489839514878,0.7527072003691039,0.6687127701614214,0.9927269600924709,151.33227574825287,training,30
0.9583270307063985,0.6925815390963713,0.9963176432509147,0.8395178895896295,0.7451203418647367,0.6655353192545942,0.9895628331769115,156.42349795500436,training,31
0.9546967175918923,0.704375299173888,0.9959885031686172,0.8547083334129977,0.7535751324133019,0.6743091881851068,0.9881857004408438,161.53298181295395,training,32
0.9556042958705189,0.6518896260436086,0.9961019821664426,0.838617896159257,0.7030971129588338,0.6722527179453108,0.986716871318484,166.58376821279526,training,33
0.958024504613523,0.6723968386662177,0.9963563147130118,0.8219983043611548,0.7264158333685885,0.6664776021731649,0.987290337335395,171.64687601327896,training,34
0.9546210860686735,0.6925989165553207,0.9960393986681025,0.8670863279960249,0.74331317823918,0.6716910874210118,0.9895502304441622,176.74995007912318,training,35
0.9547723491151112,0.6733687269204013,0.9960340686792232,0.831385584291842,0.7316441993406977,0.6705617616717942,0.9855519973199626,181.80666228135428,training,36
0.9591589774618061,0.6681269574078874,0.9964195442983628,0.8056824505694974,0.7195298599934766,0.6679068415061288,0.9904568884321824,186.95206753810245,training,37
0.9591589774618061,0.7036987612373263,0.9963970812605779,0.8426538581423323,0.7555664296233642,0.6655623348438797,0.9879574394843119,192.07240339914958,training,38
0.9588564513689306,0.7048442217626029,0.9963667920397667,0.8512048695386395,0.744234115929023,0.6605497872195958,0.9885540634868201,197.17557237545648,training,39
0.9596883981243383,0.7361707190003468,0.9964427623526124,0.8867745974667502,0.7890596145564664,0.6630721764576032,0.9885764176980095,202.3471058011055,training,40
0.9603690818333082,0.7087921501350204,0.996482375977548,0.8589206974962121,0.7686756986926256,0.6600406747221371,0.9905460042911896,207.53771755695342,training,41
0.9602178187868704,0.7315457859425041,0.9964890830684289,0.88646432296299,0.7872951745265265,0.661028936577304,0.9914515520902717,212.70380269686382,training,42
0.9559824534866133,0.6903802695898278,0.9961779362204392,0.8231525737511062,0.7384470190603124,0.6670760032923325,0.9843392233402928,217.89494508902231,training,43
0.959234608985025,0.7019796536686173,0.9964299897300416,0.8368494719486798,0.7482052199833334,0.6622027936189071,0.9887039896505984,223.02419226964315,training,44
0.9590077144153684,0.7207183669410401,0.9964335564261356,0.8739170010879374,0.7770869832501143,0.6659473966861117,0.9780765563966689,228.15254469712576,training,45
0.9581757676599607,0.7206590926465058,0.9963230437469695,0.8899330170889963,0.7816617096344981,0.6619318162185558,0.986482396763053,233.29642506837845,training,46
0.9553774013008622,0.6950754760502499,0.9960718246938453,0.8603260962809239,0.7561581997395853,0.6727214346185398,0.9906653944258669,238.42392886479695,training,47
0.9565118741491454,0.6863119220571754,0.99620320250453,0.8663076472362029,0.752325802743707,0.6707474186224638,0.9871180093398539,243.570145992438,training,48
0.9595371350779005,0.7648077214059888,0.9964436692875888,0.8913687490075871,0.8161998366075943,0.6607696606917082,0.9856091978363163,248.68803121248882,training,49
0.9606716079261837,0.7489750132396685,0.9965295215029341,0.8493423936262794,0.7903196897330115,0.6612318276207229,0.9898842691341053,253.82262444496155,training,50
0.9597640296475571,0.7342383415449851,0.9964849719593843,0.895424680310539,0.7859357774594595,0.6578210151713827,0.9876379076561481,258.96473562320074,training,51
0.9577976100438663,0.7438431009979697,0.9962679124808147,0.865551039201336,0.7912654481866678,0.661095466878679,0.9886177362477772,264.12782155275346,training,52
0.9614279231583724,0.7256663415478233,0.9965907499839718,0.8990284213310246,0.781181455924276,0.6573288642265946,0.9859117801002153,269.23482004801434,training,53
0.9608228709726214,0.7130505767071406,0.996596827874212,0.8443201289260872,0.7646823844717378,0.6526356304901234,0.9890602707070049,274.33458055257796,training,54
0.9590077144153684,0.7536373692749804,0.9963923799807013,0.9013005312643735,0.8078888155625049,0.658226350079412,0.9883540266242218,279.456818040212,training,55
0.9587808198457117,0.706761651479703,0.9963679303395901,0.8655005693915724,0.7618746426498092,0.6604597875173541,0.9834457953100416,284.4910717288653,training,56
0.9640750264710332,0.7444946565651364,0.9968140345250441,0.8786418274441232,0.7939503224431596,0.6504491374688448,0.9935301447861471,289.5231830000877,training,57
0.963545605808501,0.7873036139193773,0.9967807670117295,0.8970578083083038,0.8347537565172524,0.6506303031951333,0.9855179239350239,294.56145511865617,training,58
0.9584782937528362,0.7410475033676165,0.9963567959572186,0.8658831489438087,0.7920834329104399,0.6636640760633681,0.9885029224939536,299.5964683055878,training,59
0.9587051883224929,0.7518386059687219,0.9963471062132487,0.8700181363323102,0.8008077512375167,0.6597405040033774,0.9895216812026312,304.63478719393413,training,60
0.9620329753441235,0.7700356531646909,0.9966616415582729,0.8695040939029158,0.8121767073357129,0.6549339722032133,0.9921868987479782,309.66921319961546,training,61
0.9620329753441235,0.7393126735458927,0.996637528619219,0.8538609253728225,0.7822926262792318,0.6534227088165744,0.987254263141887,314.7011720577876,training,62
0.9618060807744668,0.7306695096659385,0.9966492270843703,0.8745578339506714,0.7782991913207289,0.655076667882394,0.986854216283927,319.7362824996313,training,63
