ACC,SEN,SPE,PRE,F1,LOSS,AUROC,TRAIN TIME/M,Dataset,epoch
0.8281651792467101,0.2515470602878679,0.9841451984010046,0.3235896681882329,0.2596912526852319,1.0054642552338937,0.7949884562870861,1.9633663177490235,training,1
0.9210406897594917,0.3783762087629804,0.9929803690797842,0.5119994557164668,0.4085186416147827,0.7741256336083159,0.9520279221892626,6.107220975557963,training,2
0.9269399485705642,0.40326014281756367,0.9935491021699417,0.5422515559396042,0.429891603584115,0.7539505512242156,0.968850778940548,10.252179471651713,training,3
0.9334442595673876,0.5205335558059693,0.9941641589167358,0.6369372269378721,0.5540860947827784,0.7322169306197605,0.976527992613131,14.394601341088613,training,4
0.9360157313568295,0.4829753382166512,0.994364728785871,0.5843976311381726,0.5176870942166738,0.7209540611303947,0.973018595311563,18.54310449361801,training,5
0.9404023597035245,0.4934332512682485,0.9947809742787643,0.7118579870163287,0.5478462100148958,0.720709494922472,0.9840667638233225,22.68796160618464,training,6
0.9497806685826653,0.5957138084086446,0.995632314458916,0.8070528147560146,0.6420018815808881,0.6991526732122265,0.9868855901356793,26.829868098100025,training,7
0.9437301467251551,0.5482818398297356,0.9950668293151556,0.7169169743240781,0.5996426197124897,0.7072872349605468,0.9863658165588324,30.978395958741505,training,8
0.9476629859325367,0.5743872715505822,0.9955010534507417,0.7279687507822025,0.6247816296068553,0.6899578464779876,0.9846032675468435,35.12329163948695,training,9
0.9502344577219786,0.6136724795273609,0.9955844793717008,0.7925285358355295,0.6643640021483872,0.6811673194889861,0.9809237022999201,39.269358122348784,training,10
0.949326879443352,0.5892010884583017,0.99556195356177,0.6914102046012354,0.6288079845362744,0.6908847951658682,0.9828863172353922,43.413826406002045,training,11
0.9482680381182877,0.6434281613411376,0.9954951377558304,0.9059159115674197,0.705030271061314,0.6896498934658253,0.9828927880633912,47.559349803129834,training,12
0.9502344577219786,0.6435012334579392,0.9956302368653639,0.793345874080661,0.6855515890700127,0.6817651252815689,0.9894102723281626,51.70460979143778,training,13
0.9552261382544245,0.6694170291930147,0.9960300296688198,0.879425004842087,0.7285053173448158,0.6737947656912504,0.9939354418524915,55.84356430371602,training,14
